Unnamed: 0,Gender,EthnicGroup,ParentEduc,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,Average Score
904,0,3,0,1,divorced,1,1,Few,< 5,0.008
905,1,2,1,1,married,2,1,Few,5 - 10,0.0068
906,1,2,0,1,divorced,2,0,Few,< 5,0.0081333333333333
907,1,2,0,1,single,2,1,Few,5 - 10,0.0052666666666666
908,0,2,6,0,married,0,0,Few,< 5,0.0053
909,1,3,5,0,married,2,1,Moderate,> 10,0.0046666666666666
910,1,3,2,2,divorced,1,1,Moderate,5 - 10,0.0063666666666666
913,0,0,1,1,single,2,1,Few,5 - 10,0.0065
914,1,2,5,0,married,0,1,Moderate,,0.0059666666666666
915,0,2,4,1,single,1,1,Few,< 5,0.0082333333333333
916,1,2,4,1,married,1,1,Few,5 - 10,0.0060666666666666
917,0,2,4,0,married,2,1,Few,5 - 10,0.0094666666666666
918,1,4,1,0,married,1,1,Few,5 - 10,0.0091
919,0,2,1,1,widowed,1,1,Few,< 5,0.0065
920,1,1,2,0,single,2,1,Few,< 5,0.0043
921,0,1,0,0,divorced,0,1,Few,5 - 10,0.0065666666666666
922,0,5,0,1,single,2,1,Moderate,< 5,0.0045
923,1,3,2,1,married,2,0,Moderate,5 - 10,0.0063
924,0,0,0,0,divorced,2,1,Few,> 10,0.0077666666666666
925,0,0,4,0,married,2,1,Moderate,5 - 10,0.0067666666666666
926,0,2,3,0,married,1,2,,5 - 10,0.0084333333333333
927,0,1,4,0,married,2,0,,5 - 10,0.0059333333333333
928,0,2,4,1,married,2,0,Moderate,5 - 10,0.0054
929,0,2,3,0,married,2,1,Moderate,5 - 10,0.0079666666666666
930,1,3,4,1,single,2,1,,> 10,0.0080333333333333
931,1,1,1,1,single,2,1,Few,5 - 10,0.0051333333333333
932,0,4,4,1,married,2,0,Few,< 5,0.0060333333333333
933,0,4,4,1,single,2,2,Moderate,5 - 10,0.0074333333333333
934,0,5,0,1,single,1,1,Few,5 - 10,0.0083666666666666
935,0,1,2,1,married,2,1,,5 - 10,0.0049666666666666
936,0,5,1,1,divorced,1,1,Few,< 5,0.0062666666666666
937,0,2,4,0,married,2,0,Moderate,5 - 10,0.0083
938,0,4,5,1,divorced,1,1,Moderate,5 - 10,0.0083666666666666
939,1,1,5,0,divorced,2,1,Moderate,5 - 10,0.0074666666666666
940,0,4,3,0,divorced,2,0,Moderate,5 - 10,0.0069333333333333
941,1,0,3,0,married,2,1,Few,5 - 10,0.0080333333333333
942,1,2,4,1,single,2,1,Few,5 - 10,0.0072666666666666
943,0,5,4,1,married,2,1,Moderate,5 - 10,0.007
944,0,5,6,1,married,2,1,Few,< 5,0.0079666666666666
945,1,3,3,1,single,1,1,Few,< 5,0.0080333333333333
946,1,4,0,0,married,1,0,Moderate,5 - 10,0.0080333333333333
947,0,2,0,1,single,1,1,Moderate,5 - 10,0.0059666666666666
948,1,1,1,2,single,1,1,Moderate,< 5,0.0082333333333333
949,0,0,5,1,married,2,0,Few,< 5,0.0070666666666666
950,1,4,3,1,divorced,1,1,Few,5 - 10,0.0060333333333333
951,1,3,1,1,married,2,0,Many,5 - 10,0.0084
952,0,3,0,0,married,2,1,Moderate,5 - 10,0.0095
953,0,2,0,1,single,2,1,Moderate,< 5,0.0052333333333333
954,0,5,5,1,single,2,0,Moderate,5 - 10,0.0064333333333333
955,1,1,5,1,single,2,1,Few,> 10,0.0072666666666666
956,0,1,5,1,married,1,1,Moderate,5 - 10,0.0049
957,1,5,3,1,,1,1,Few,> 10,0.01
958,1,2,4,0,married,1,1,,< 5,0.0075666666666666
959,0,2,2,2,married,2,1,Moderate,5 - 10,0.008
961,0,0,2,0,married,2,0,Many,> 10,0.0069666666666666
962,1,3,2,1,married,1,0,Moderate,> 10,0.0064
963,0,2,5,0,married,2,1,Few,5 - 10,0.0077
965,0,4,2,1,divorced,1,0,Moderate,< 5,0.0053
966,0,3,0,0,single,1,1,Moderate,5 - 10,0.0058
967,1,1,6,2,,1,1,Moderate,< 5,0.0064333333333333
968,1,2,0,1,,2,1,Few,5 - 10,0.0046666666666666
969,0,2,5,1,married,1,1,Few,5 - 10,0.0043
970,1,5,0,1,married,1,1,Moderate,< 5,0.0069666666666666
971,1,3,5,0,married,1,0,Moderate,5 - 10,0.0057
972,0,4,4,0,married,1,1,Moderate,< 5,0.0081666666666666
973,0,3,5,2,married,1,1,Moderate,> 10,0.0072666666666666
974,0,4,0,1,,1,1,Moderate,< 5,0.0081666666666666
975,0,1,6,0,married,1,1,,< 5,0.0085333333333333
976,1,5,4,1,married,2,0,Few,,0.0077
977,0,3,5,0,single,2,1,Few,5 - 10,0.0077333333333333
978,1,5,5,1,divorced,1,0,Few,5 - 10,0.0069
979,1,1,1,1,married,2,1,Few,5 - 10,0.0068666666666666
980,1,0,2,0,married,2,1,Few,5 - 10,0.0082666666666666
981,1,3,3,0,married,1,0,Moderate,> 10,0.0068333333333333
982,0,4,2,1,single,2,1,Few,> 10,0.0083666666666666
983,0,3,2,1,divorced,1,1,Few,5 - 10,0.0055666666666666
984,0,2,1,0,married,2,1,,5 - 10,0.0065666666666666
985,0,0,2,1,single,0,1,,,0.0044666666666666
986,0,3,5,1,divorced,1,1,Moderate,5 - 10,0.0065666666666666
987,0,5,2,2,married,0,0,Few,5 - 10,0.0076333333333333
988,1,1,1,1,married,1,0,Moderate,> 10,0.0056333333333333
989,1,1,5,1,single,3,0,Few,5 - 10,0.0052333333333333
990,1,5,4,1,married,2,1,Moderate,< 5,0.0064666666666666
991,1,2,4,1,married,1,1,Few,> 10,0.0071666666666666
992,1,3,2,1,divorced,2,0,Moderate,< 5,0.0058333333333333
993,0,3,2,1,divorced,2,1,Few,5 - 10,0.0033
994,0,4,2,1,single,0,0,Moderate,5 - 10,0.0064333333333333
995,0,4,2,1,single,2,1,Moderate,< 5,0.0059333333333333
996,0,3,4,1,divorced,2,1,,5 - 10,0.0078333333333333
997,1,3,0,1,single,2,1,Few,> 10,0.0063666666666666
998,0,2,0,0,married,2,0,Moderate,5 - 10,0.0055333333333333
999,0,2,1,0,,1,1,Few,5 - 10,0.0090333333333333
0,1,4,3,0,married,0,1,,< 5,0.0066
1,0,1,4,1,single,1,0,Moderate,< 5,0.0063333333333333
2,1,2,0,1,married,2,0,Few,< 5,0.0064333333333333
3,0,1,4,1,divorced,3,1,Few,> 10,0.0047333333333333
4,0,1,6,1,married,2,0,Moderate,< 5,0.0074666666666666
5,1,2,2,0,divorced,0,1,Few,5 - 10,0.0064333333333333
6,1,1,5,1,married,1,1,Few,< 5,0.0055666666666666
7,1,2,0,1,divorced,2,0,Moderate,< 5,0.0075
8,0,0,3,0,married,2,1,Few,5 - 10,0.0096333333333333
9,0,3,2,1,married,2,1,Moderate,5 - 10,0.0056333333333333
10,1,3,2,0,married,2,0,Moderate,5 - 10,0.0069333333333333
11,0,2,0,0,single,1,0,Moderate,5 - 10,0.0082666666666666
12,1,2,2,1,married,2,1,Few,5 - 10,0.0018
13,1,3,5,2,married,1,1,Moderate,> 10,0.0072666666666666
14,0,4,5,1,married,2,0,Few,5 - 10,0.0053333333333333
15,0,3,2,0,married,2,0,Moderate,5 - 10,0.0072666666666666
16,0,2,4,0,married,1,2,Few,< 5,0.0069666666666666
17,1,2,0,0,married,2,0,Few,5 - 10,0.0078666666666666
18,1,2,3,1,married,2,1,,5 - 10,0.0083
19,0,3,2,1,married,2,1,,5 - 10,0.007
20,0,3,2,1,divorced,0,1,Moderate,5 - 10,0.0065333333333333
22,1,2,4,0,married,0,1,Few,< 5,0.0079333333333333
23,0,2,0,1,married,1,0,Few,5 - 10,0.0040666666666666
24,1,3,5,1,single,0,1,Few,5 - 10,0.0058666666666666
25,1,4,2,1,married,1,1,Few,5 - 10,0.0051666666666666
26,1,4,2,1,single,1,1,,5 - 10,0.0073999999999999
27,1,2,4,0,single,1,1,Moderate,5 - 10,0.0097333333333333
28,0,2,1,1,married,2,1,Moderate,5 - 10,0.0072333333333333
29,0,4,2,0,married,0,0,Few,5 - 10,0.0086333333333333
30,1,2,2,1,divorced,1,1,,5 - 10,0.0064666666666666
31,0,3,0,1,married,2,1,,> 10,0.0075333333333333
32,0,3,5,1,single,2,0,Few,5 - 10,0.0067
33,1,1,0,0,married,2,0,Moderate,5 - 10,0.0061333333333333
35,1,3,4,0,married,2,1,Few,5 - 10,0.008
36,1,4,4,1,married,1,0,Moderate,5 - 10,0.0066333333333333
37,0,1,1,1,married,3,0,Moderate,< 5,0.0049
38,1,2,4,0,married,1,0,Many,> 10,0.0077666666666666
39,1,3,4,1,married,2,0,Few,< 5,0.006
40,0,4,4,0,divorced,1,1,Moderate,> 10,0.0084666666666666
41,0,3,5,1,single,2,1,,5 - 10,0.0046
42,0,3,0,1,married,2,1,Few,5 - 10,0.0068
43,1,3,1,1,married,1,1,Moderate,5 - 10,0.0065
44,1,2,2,1,married,2,1,Moderate,< 5,0.0067666666666666
45,0,3,1,1,married,2,1,Moderate,5 - 10,0.0096333333333333
46,0,3,4,1,married,2,1,Few,< 5,0.0045666666666666
47,1,2,0,1,single,1,2,Moderate,> 10,0.0073666666666666
48,0,0,2,1,,2,1,Moderate,> 10,0.0057666666666666
49,0,2,1,0,married,0,0,Moderate,5 - 10,0.0091666666666666
50,0,0,4,1,single,2,1,Few,5 - 10,0.0075333333333333
51,1,2,2,0,single,2,1,Few,5 - 10,0.0062666666666666
52,0,2,1,1,married,2,1,Few,5 - 10,0.0059333333333333
53,0,3,5,1,married,2,0,Moderate,> 10,0.0051666666666666
54,0,2,0,1,single,2,1,Moderate,> 10,0.0067666666666666
55,1,2,4,1,married,1,1,,< 5,0.0064333333333333
56,1,1,0,0,married,1,1,Few,5 - 10,0.0072333333333333
57,1,2,4,1,single,1,0,Moderate,5 - 10,0.0061666666666666
58,1,3,6,0,married,2,2,Few,> 10,0.0060999999999999
59,1,1,3,0,married,1,1,Few,< 5,0.0085
61,0,0,3,0,divorced,3,0,Moderate,< 5,0.0076333333333333
62,1,3,3,1,married,0,1,Few,> 10,0.0060999999999999
63,1,1,0,0,divorced,1,1,Few,5 - 10,0.0068333333333333
64,1,3,0,0,single,0,0,Few,5 - 10,0.0079
65,0,2,2,1,divorced,2,1,Few,5 - 10,0.0060333333333333
66,1,4,0,1,married,2,1,Moderate,5 - 10,0.0078666666666666
67,1,2,4,0,single,2,0,,> 10,0.007
68,0,4,0,1,single,1,1,,5 - 10,0.0042
69,0,1,6,1,divorced,2,1,Few,5 - 10,0.0072666666666666
70,1,3,2,1,married,2,1,Few,> 10,0.006
71,1,3,1,1,married,0,0,Few,< 5,0.0060666666666666
72,0,0,1,0,,2,1,Few,> 10,0.008
74,1,1,2,1,married,0,1,Few,5 - 10,0.0040666666666666
75,0,2,4,1,married,2,1,Moderate,> 10,0.0046
76,0,2,4,1,married,2,0,Moderate,5 - 10,0.0070333333333333
77,0,2,5,0,married,0,1,,< 5,0.0066
78,0,0,4,0,divorced,2,0,Few,5 - 10,0.0073333333333333
79,0,2,0,1,divorced,1,1,Many,> 10,0.0068666666666666
80,0,2,6,1,married,2,1,,5 - 10,0.0042
81,0,1,6,0,married,2,2,,5 - 10,0.0046666666666666
82,1,2,4,1,married,2,1,,5 - 10,0.0055
83,1,3,5,1,divorced,3,0,Moderate,< 5,0.0057333333333333
84,1,3,4,0,single,2,1,Moderate,5 - 10,0.0056
85,1,1,5,0,married,2,1,Moderate,5 - 10,0.0043333333333333
86,0,4,4,1,single,1,1,Moderate,< 5,0.0090666666666666
87,1,2,4,1,divorced,1,1,Moderate,< 5,0.0081333333333333
88,0,3,5,0,married,2,1,,5 - 10,0.0082333333333333
89,0,2,4,0,widowed,0,1,Moderate,< 5,0.0087
90,1,2,6,0,single,0,1,Few,5 - 10,0.0053
91,1,5,1,1,single,2,1,,> 10,0.0076333333333333
92,1,1,2,1,married,1,0,Few,< 5,0.0048
93,0,5,5,1,married,1,0,Moderate,< 5,0.0053666666666666
94,0,2,5,1,single,2,1,Few,,0.0076
95,0,0,4,1,single,1,2,Few,5 - 10,0.0073666666666666
97,1,3,1,0,married,2,1,Few,< 5,0.0078
98,1,2,0,1,single,2,1,Few,< 5,0.0031333333333333
99,1,2,5,0,married,1,1,Few,5 - 10,0.0072333333333333
100,1,3,5,1,single,1,0,Few,< 5,0.0052666666666666
101,0,1,4,1,married,2,0,Few,< 5,0.0078333333333333
102,1,5,6,1,married,2,0,Few,5 - 10,0.0044333333333333
103,1,3,4,0,married,0,1,Few,> 10,0.0069
104,0,3,5,0,single,2,1,Few,< 5,0.0068
105,0,2,2,0,married,2,1,Few,> 10,0.0078
106,1,4,4,1,married,2,1,Few,> 10,0.0052333333333333
107,1,2,2,1,married,0,0,Few,< 5,0.0078
108,1,5,1,0,divorced,2,1,,5 - 10,0.0073666666666666
109,0,3,5,1,divorced,1,1,Moderate,< 5,0.0056
110,1,4,5,1,married,1,1,Many,5 - 10,0.0059333333333333
111,1,2,4,0,divorced,1,1,Moderate,5 - 10,0.0052666666666666
112,1,3,2,1,married,2,1,Few,5 - 10,0.0062
113,1,3,0,0,divorced,2,1,Moderate,5 - 10,0.0068
114,0,4,4,0,single,2,1,Moderate,5 - 10,0.0079
115,0,3,4,1,divorced,1,1,,< 5,0.0087333333333333
117,0,3,0,0,married,1,0,Moderate,< 5,0.0056333333333333
118,0,3,4,2,single,2,0,Moderate,5 - 10,0.0067666666666666
119,1,2,0,0,divorced,2,1,Few,5 - 10,0.0069666666666666
120,1,3,4,1,married,2,2,,< 5,0.0046666666666666
121,1,3,0,2,married,1,1,Few,5 - 10,0.0066333333333333
122,0,3,5,1,married,1,1,,5 - 10,0.0062666666666666
123,0,1,2,1,married,2,1,Few,5 - 10,0.0069333333333333
124,0,2,0,0,single,1,1,,5 - 10,0.0075333333333333
125,0,4,2,1,single,2,1,,5 - 10,0.0082
127,1,2,3,1,married,1,2,Few,5 - 10,0.0062666666666666
128,1,0,5,1,,2,0,Many,5 - 10,0.0057666666666666
129,1,5,0,0,married,1,0,Few,< 5,0.0084333333333333
130,1,4,4,0,divorced,2,1,Few,5 - 10,0.0076666666666666
131,1,2,6,0,married,2,0,Few,5 - 10,0.0087666666666666
132,0,1,4,1,married,0,1,Few,< 5,0.0028333333333333
133,0,3,0,1,married,2,0,Moderate,< 5,0.0063
134,0,3,2,1,divorced,1,1,Moderate,5 - 10,0.0055
135,1,4,2,1,widowed,1,1,Few,> 10,0.005
136,0,5,2,1,married,2,0,Moderate,5 - 10,0.0066
137,0,2,1,1,married,0,1,Few,5 - 10,0.0067666666666666
138,0,0,1,1,married,2,1,Moderate,< 5,0.0076666666666666
139,0,5,5,1,single,2,0,Moderate,5 - 10,0.0098333333333333
140,0,0,5,1,divorced,2,1,Moderate,5 - 10,0.0055333333333333
141,0,1,0,0,divorced,1,0,Few,5 - 10,0.0048666666666666
142,0,4,0,1,,3,1,Moderate,> 10,0.0066
143,1,0,4,0,single,2,1,Moderate,< 5,0.0072
144,0,2,2,1,married,1,1,,> 10,0.0062333333333333
145,0,2,1,1,married,1,1,Few,> 10,0.0068
146,0,2,1,1,married,2,0,Moderate,5 - 10,0.0096333333333333
148,0,1,4,1,widowed,2,0,Few,5 - 10,0.0060999999999999
150,1,2,0,1,married,2,1,Moderate,5 - 10,0.0051666666666666
151,1,1,2,1,married,2,0,,< 5,0.0041333333333333
152,1,4,4,1,married,2,1,,< 5,0.0076333333333333
153,1,3,6,1,single,0,1,Few,< 5,0.0071666666666666
154,0,1,0,1,married,1,1,Few,5 - 10,0.0067666666666666
155,1,2,4,1,married,2,2,Moderate,5 - 10,0.0088666666666666
156,1,3,1,1,married,2,1,Few,5 - 10,0.0079333333333333
157,1,2,3,1,single,2,1,Few,,0.0092333333333333
158,0,3,1,1,married,1,1,Moderate,< 5,0.0061333333333333
159,0,2,3,1,single,1,1,Many,5 - 10,0.0076666666666666
160,1,1,4,0,single,0,0,Few,> 10,0.0070999999999999
161,0,2,1,1,married,2,1,Few,< 5,0.0082
162,1,1,4,0,divorced,0,1,Few,< 5,0.0046
163,0,1,4,1,divorced,2,1,Moderate,5 - 10,0.0089333333333333
164,0,3,2,1,divorced,2,1,Moderate,5 - 10,0.008
165,1,0,5,1,single,2,1,,< 5,0.0058333333333333
166,0,1,3,1,single,2,1,Moderate,5 - 10,0.0064666666666666
167,1,0,5,1,widowed,2,0,Moderate,< 5,0.0065
168,0,3,3,2,single,2,1,Few,> 10,0.0075
169,1,2,2,1,divorced,2,0,Few,5 - 10,0.0068
170,1,3,2,0,married,1,0,Moderate,5 - 10,0.0070999999999999
171,1,2,4,0,single,1,0,Moderate,> 10,0.0055333333333333
172,0,2,5,1,widowed,2,1,Few,< 5,0.0043999999999999
173,0,1,1,1,,1,1,,5 - 10,0.0085333333333333
174,0,2,3,1,married,2,1,,5 - 10,0.0072999999999999
175,0,2,4,1,married,2,2,Few,< 5,0.0069333333333333
176,0,2,5,0,married,0,1,,5 - 10,0.0069666666666666
177,1,0,4,0,married,2,0,Moderate,> 10,0.0087
178,0,3,3,0,divorced,1,1,Few,> 10,0.0097
179,0,1,4,1,married,1,1,Moderate,5 - 10,0.0062333333333333
180,1,1,2,0,married,2,0,Moderate,5 - 10,0.009
181,1,4,5,1,,2,0,Moderate,> 10,0.0077
182,0,2,0,1,married,0,0,Moderate,5 - 10,0.0072333333333333
183,1,1,1,0,,2,1,Few,5 - 10,0.0096666666666666
184,1,4,4,1,married,2,0,Few,5 - 10,0.0073666666666666
185,1,1,3,1,married,1,1,Few,> 10,0.0046666666666666
187,1,4,4,1,divorced,1,1,,< 5,0.0055666666666666
188,1,2,4,1,widowed,2,0,Moderate,5 - 10,0.0043999999999999
189,0,1,0,1,married,3,1,Moderate,< 5,0.0077666666666666
190,0,1,2,1,married,0,0,,5 - 10,0.0040333333333333
191,0,2,1,0,married,2,1,Few,5 - 10,0.0092666666666666
192,0,3,5,0,married,0,0,Few,5 - 10,0.0067
193,1,2,3,0,married,2,1,Few,5 - 10,0.0077666666666666
194,0,0,5,2,married,1,1,Few,5 - 10,0.0080333333333333
195,0,1,4,2,divorced,1,1,Moderate,,0.0052
196,1,2,5,0,married,1,1,Few,< 5,0.006
197,1,1,4,0,married,2,1,Moderate,< 5,0.0053666666666666
198,1,1,4,1,married,0,1,Moderate,< 5,0.0062
199,1,3,0,2,divorced,2,0,Few,< 5,0.0079666666666666
200,1,3,2,0,married,0,1,Moderate,< 5,0.0043
201,0,3,4,0,divorced,2,1,Moderate,> 10,0.0085333333333333
203,0,3,5,0,married,1,0,Few,< 5,0.0063666666666666
204,1,4,0,1,married,1,0,Few,5 - 10,0.0064333333333333
205,0,2,2,0,single,2,0,Few,5 - 10,0.0071333333333333
207,0,2,2,2,married,1,1,,< 5,0.0084
208,1,2,6,1,married,1,1,,5 - 10,0.0082
209,0,3,0,1,married,2,0,Moderate,< 5,0.0064666666666666
210,1,2,5,1,widowed,2,1,Moderate,< 5,0.0048333333333333
211,1,1,3,0,divorced,1,1,Few,,0.0093
212,0,3,4,1,married,2,1,Few,,0.0043333333333333
213,1,1,5,1,married,1,1,,5 - 10,0.0045666666666666
214,0,2,1,0,married,2,0,Few,5 - 10,0.0071666666666666
215,1,1,2,1,divorced,2,1,Moderate,5 - 10,0.006
216,1,3,2,1,married,2,1,Moderate,5 - 10,0.0068333333333333
217,1,3,3,1,single,1,1,Few,5 - 10,0.0093333333333333
218,0,3,0,1,single,1,1,Moderate,< 5,0.0054333333333333
219,0,2,3,1,married,0,2,,< 5,0.0055333333333333
220,0,3,6,0,,2,1,Moderate,,0.0087999999999999
221,1,2,3,1,divorced,2,0,Few,< 5,0.0067666666666666
222,1,2,6,1,single,0,0,Moderate,5 - 10,0.0056333333333333
224,1,3,4,0,divorced,2,1,Moderate,5 - 10,0.0094
226,0,3,0,1,single,3,0,,5 - 10,0.0094
227,0,3,1,1,married,2,1,Few,< 5,0.0060666666666666
228,1,2,0,0,married,2,1,Moderate,> 10,0.0079
229,0,5,0,0,divorced,2,1,Moderate,< 5,0.0077
230,0,3,5,1,married,2,2,,5 - 10,0.0074666666666666
231,1,0,0,1,married,3,1,,5 - 10,0.0077666666666666
232,1,3,1,0,married,2,0,Moderate,5 - 10,0.0077
233,1,5,0,2,married,0,1,Few,< 5,0.0081666666666666
234,0,1,2,1,widowed,2,1,Few,5 - 10,0.0048333333333333
235,0,2,4,0,divorced,2,0,Many,> 10,0.0091666666666666
236,0,1,4,1,married,1,0,Moderate,5 - 10,0.0062
237,1,3,5,0,divorced,2,1,Moderate,5 - 10,0.0056333333333333
238,0,2,2,1,widowed,1,1,Few,5 - 10,0.0080333333333333
239,0,2,5,1,divorced,2,0,Few,5 - 10,0.0057
240,1,2,0,1,divorced,2,1,Moderate,5 - 10,0.0031333333333333
241,1,3,4,1,divorced,1,0,Few,< 5,0.0066333333333333
242,1,3,2,0,married,2,1,,> 10,0.0067666666666666
243,1,3,2,1,married,2,1,Few,< 5,0.0047333333333333
244,0,5,4,0,married,2,1,,< 5,0.0050333333333333
245,1,0,5,1,married,2,0,Few,< 5,0.0059
246,0,3,4,1,married,1,0,,< 5,0.0042
247,1,1,5,1,married,2,0,Few,5 - 10,0.0054
248,0,5,3,1,married,3,1,Few,5 - 10,0.0049666666666666
249,1,1,0,1,married,0,0,,< 5,0.0058666666666666
250,0,1,2,1,married,1,1,Moderate,5 - 10,0.0076333333333333
251,1,3,4,1,married,1,0,Moderate,< 5,0.0074333333333333
252,0,0,4,0,married,2,1,Few,5 - 10,0.0059333333333333
253,0,2,5,1,married,1,1,Few,5 - 10,0.0083333333333333
254,0,2,4,1,single,1,0,Few,5 - 10,0.007
255,0,1,5,1,single,2,0,Moderate,< 5,0.0062
256,1,3,5,0,married,1,0,,5 - 10,0.0054
257,1,3,1,1,divorced,0,1,Few,5 - 10,0.0092333333333333
258,1,2,0,1,single,2,1,,5 - 10,0.0068333333333333
259,1,2,4,2,single,0,0,Few,< 5,0.0059333333333333
260,1,4,5,1,married,2,1,Moderate,5 - 10,0.0033666666666666
261,1,4,6,1,single,1,0,,5 - 10,0.0083666666666666
262,0,3,1,1,married,2,0,Few,5 - 10,0.0089
263,0,4,1,0,married,1,0,Moderate,< 5,0.0089666666666666
264,1,0,1,1,divorced,0,0,Few,< 5,0.0048333333333333
265,0,3,0,1,single,2,1,Moderate,5 - 10,0.0063333333333333
267,0,3,2,1,married,1,1,Moderate,5 - 10,0.0052666666666666
268,0,0,3,1,single,2,1,,> 10,0.0086666666666666
269,1,1,4,0,single,1,1,Few,5 - 10,0.0086666666666666
270,0,3,0,1,married,1,0,Few,5 - 10,0.0087
271,0,3,3,1,single,1,2,Few,< 5,0.0073333333333333
272,0,2,1,1,divorced,2,1,Moderate,< 5,0.0077333333333333
273,0,3,4,0,married,2,1,Few,5 - 10,0.0091666666666666
274,0,1,5,1,single,2,0,Few,> 10,0.0060666666666666
275,1,3,4,0,married,0,0,Moderate,< 5,0.0086
276,0,4,1,1,single,2,1,Few,5 - 10,0.0070666666666666
277,0,3,0,0,married,2,1,Moderate,5 - 10,0.0078333333333333
279,1,2,6,0,divorced,2,1,Few,5 - 10,0.0067
280,1,2,6,1,married,1,0,Moderate,< 5,0.0062
282,1,3,5,1,divorced,1,1,Moderate,< 5,0.0065333333333333
283,0,2,1,1,single,1,0,Few,5 - 10,0.0075666666666666
284,1,2,5,1,married,0,1,Moderate,5 - 10,0.0065333333333333
285,0,4,2,1,divorced,2,1,Few,5 - 10,0.0062666666666666
286,1,5,2,0,married,2,1,Few,5 - 10,0.0068333333333333
287,1,1,0,0,married,2,1,Few,< 5,0.0078333333333333
288,0,3,0,1,single,2,1,,5 - 10,0.0046
289,1,2,0,1,married,2,0,Few,5 - 10,0.0048666666666666
290,1,0,2,0,married,2,1,Few,5 - 10,0.0087666666666666
291,1,1,0,1,married,2,1,Moderate,< 5,0.0055666666666666
292,0,2,5,1,single,2,1,Moderate,5 - 10,0.0064
293,1,3,5,1,divorced,0,1,,> 10,0.0058666666666666
294,0,3,1,1,married,1,1,Few,5 - 10,0.0082333333333333
295,1,2,4,1,married,2,1,,5 - 10,0.0066333333333333
296,0,1,1,1,married,2,0,Moderate,5 - 10,0.0086666666666666
297,1,3,0,1,married,2,1,,5 - 10,0.0053333333333333
298,1,1,4,2,married,2,1,Few,,0.0036333333333333
299,0,3,6,1,married,2,1,Few,< 5,0.0084
300,0,3,2,1,married,1,1,,< 5,0.0072999999999999
301,1,3,0,1,single,2,1,Moderate,5 - 10,0.0064333333333333
302,1,3,5,1,married,2,1,Few,< 5,0.0042666666666666
303,1,1,3,1,married,1,0,Few,5 - 10,0.0051333333333333
304,1,2,5,1,divorced,1,1,Moderate,5 - 10,0.0050666666666666
305,0,3,4,1,married,2,1,Few,< 5,0.0078333333333333
306,1,3,0,0,single,1,1,Few,5 - 10,0.0068333333333333
307,0,2,0,2,married,0,1,Moderate,< 5,0.0078333333333333
308,1,4,4,2,married,1,0,Moderate,< 5,0.0071333333333333
309,1,2,4,1,married,1,0,,5 - 10,0.0089666666666666
310,0,0,5,2,single,1,1,Moderate,5 - 10,0.0067333333333333
312,1,2,1,1,married,2,1,Few,> 10,0.0092666666666666
313,1,2,3,1,single,2,1,Few,5 - 10,0.0046
314,0,2,5,1,married,1,1,Few,> 10,0.0079333333333333
316,0,4,0,0,single,2,1,Moderate,> 10,0.0084333333333333
318,1,1,4,1,married,1,1,Few,> 10,0.0060999999999999
319,0,1,5,0,single,1,0,Few,5 - 10,0.0078
320,1,5,5,1,married,2,0,Few,< 5,0.0084333333333333
321,0,2,1,1,single,2,1,Moderate,> 10,0.0072666666666666
322,0,2,1,0,divorced,2,1,,> 10,0.0080666666666666
323,1,2,0,0,married,1,1,,> 10,0.0056666666666666
325,0,3,5,0,married,2,0,Few,5 - 10,0.0082333333333333
327,1,2,6,1,married,2,1,Few,< 5,0.0054333333333333
328,1,2,5,0,single,1,1,Moderate,< 5,0.0079666666666666
329,0,3,1,1,married,1,1,Few,< 5,0.0066
330,0,1,4,1,married,2,1,Few,> 10,0.0057
331,1,4,4,1,married,1,0,Few,< 5,0.0073999999999999
332,0,2,2,1,married,2,1,Many,> 10,0.0086666666666666
333,1,4,4,0,married,2,1,Few,5 - 10,0.0098
334,0,2,0,0,married,1,1,Few,< 5,0.0073333333333333
335,1,0,4,0,married,1,1,,< 5,0.0080666666666666
336,0,2,1,1,divorced,1,1,,5 - 10,0.0086333333333333
337,0,4,1,2,married,2,1,,< 5,0.0096666666666666
338,1,2,0,1,single,0,1,Moderate,5 - 10,0.0069666666666666
339,0,1,4,1,married,0,1,Few,5 - 10,0.0053333333333333
340,0,2,2,0,married,1,0,Few,5 - 10,0.0093333333333333
341,0,0,0,1,divorced,1,1,Few,< 5,0.0068666666666666
342,0,3,0,1,married,2,0,Few,< 5,0.0057
343,1,2,0,1,divorced,2,1,Moderate,5 - 10,0.0060999999999999
344,1,1,6,1,married,1,1,Moderate,> 10,0.0065666666666666
345,1,2,4,0,divorced,0,0,Few,5 - 10,0.0058
346,1,3,4,1,married,2,1,Few,5 - 10,0.0058333333333333
347,1,1,6,1,married,2,1,Moderate,< 5,0.0045333333333333
348,1,4,0,1,married,1,0,,5 - 10,0.0078333333333333
349,1,4,5,1,married,2,1,Moderate,5 - 10,0.0067333333333333
350,0,4,6,0,single,2,0,Few,5 - 10,0.0077
351,1,4,3,1,married,2,2,Few,5 - 10,0.0087
352,0,4,2,1,single,2,0,Moderate,5 - 10,0.0061666666666666
353,0,3,2,1,single,2,1,Moderate,5 - 10,0.006
354,0,4,6,1,divorced,0,0,Few,5 - 10,0.0067333333333333
355,1,1,2,0,married,0,1,Few,,0.0062
356,1,4,1,1,married,2,0,Many,5 - 10,0.0089
