Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore
908,1,2,1,standard,1,divorced,2,1,,5 - 10,0.064,0.063,0.05
909,0,4,2,standard,0,married,2,2,Few,5 - 10,0.073,0.073,0.075
910,0,2,1,standard,1,divorced,1,1,,5 - 10,0.08,0.079,0.076
911,0,2,5,free/reduced,1,married,1,0,Moderate,< 5,0.061,0.073,0.065
912,0,3,2,standard,1,married,2,1,,> 10,0.064,0.081,0.078
913,0,2,5,standard,1,married,2,1,,< 5,0.071,0.074,0.075
914,0,1,2,standard,0,married,2,2,,5 - 10,0.072,0.078,0.082
915,1,3,1,free/reduced,1,single,1,1,Few,5 - 10,0.082,0.082,0.079
916,0,2,4,standard,0,single,1,1,,5 - 10,0.081,0.087,0.089
917,0,3,3,standard,1,single,3,0,Moderate,> 10,0.065,0.068,0.071
918,0,2,0,free/reduced,1,single,0,1,Few,5 - 10,0.04,0.06,0.05
920,1,3,5,standard,1,divorced,1,1,Few,< 5,0.086,0.085,0.08
921,0,3,0,standard,1,divorced,0,0,Few,5 - 10,0.072,0.074,0.079
922,0,0,1,standard,1,single,2,1,Few,5 - 10,0.066,0.072,0.064
923,0,1,4,standard,0,divorced,1,1,Few,5 - 10,0.047,0.053,0.06
924,0,4,4,standard,1,married,1,1,,> 10,0.096,0.09,0.089
926,1,3,6,free/reduced,1,married,2,0,Moderate,5 - 10,0.041,0.045,0.04
927,1,3,2,free/reduced,1,married,2,1,Few,< 5,0.05,0.052,0.045
928,0,2,2,standard,1,divorced,0,1,,< 5,0.058,0.076,0.079
929,0,2,5,free/reduced,1,married,0,0,Moderate,5 - 10,0.052,0.062,0.058
930,0,4,0,standard,0,divorced,1,1,Moderate,5 - 10,0.057,0.068,0.065
931,0,4,4,standard,2,single,1,0,Moderate,> 10,0.09,0.091,0.092
932,0,1,1,free/reduced,1,married,0,0,Few,> 10,0.069,0.074,0.072
933,1,5,0,free/reduced,1,married,0,1,Few,> 10,0.061,0.063,0.061
934,0,4,0,standard,1,married,2,0,Few,< 5,0.062,0.065,0.057
935,0,3,2,standard,0,divorced,2,1,,> 10,0.078,0.084,0.08
936,1,3,2,free/reduced,1,single,1,1,Moderate,5 - 10,0.054,0.052,0.051
938,1,2,5,free/reduced,1,married,1,0,Few,,0.071,0.062,0.064
939,0,4,0,free/reduced,1,single,1,1,Few,< 5,0.052,0.058,0.064
940,1,5,1,standard,1,married,1,0,Moderate,5 - 10,0.1,0.082,0.08
941,0,3,4,standard,1,married,0,1,,5 - 10,0.084,0.098,0.093
942,1,0,4,free/reduced,0,married,1,1,,> 10,0.064,0.063,0.066
943,1,3,3,standard,1,,2,1,Few,< 5,0.075,0.076,0.079
944,1,0,5,standard,1,married,1,1,Few,< 5,0.047,0.049,0.039
945,0,2,0,free/reduced,0,married,2,1,,< 5,0.048,0.069,0.068
947,1,5,1,standard,1,married,2,0,Few,< 5,0.063,0.056,0.051
948,0,2,4,free/reduced,1,single,2,2,Moderate,< 5,0.014,0.027,0.021
949,0,5,5,standard,1,married,2,1,Moderate,> 10,0.063,0.07,0.07
950,0,4,5,free/reduced,0,married,1,1,,> 10,0.088,0.097,0.097
951,1,3,5,standard,0,married,0,0,,5 - 10,0.08,0.081,0.074
952,0,3,0,free/reduced,1,widowed,1,1,Moderate,< 5,0.068,0.074,0.072
954,0,1,5,standard,1,divorced,1,1,Moderate,> 10,0.054,0.064,0.065
955,0,3,2,standard,0,married,2,1,Few,< 5,0.067,0.069,0.073
956,0,4,4,free/reduced,0,divorced,2,1,,5 - 10,0.066,0.071,0.076
957,0,2,4,free/reduced,1,divorced,1,1,,< 5,0.061,0.071,0.073
958,1,2,4,standard,1,single,1,1,Moderate,5 - 10,0.086,0.091,0.087
959,1,1,4,standard,0,married,1,1,Many,5 - 10,0.091,0.09,0.08
960,1,2,1,standard,0,single,2,1,Moderate,5 - 10,0.065,0.055,0.06
961,0,1,0,free/reduced,0,divorced,1,1,Moderate,5 - 10,0.072,0.072,0.074
962,0,1,5,standard,0,divorced,1,1,Few,5 - 10,0.053,0.061,0.065
963,1,3,4,standard,0,married,1,1,Moderate,> 10,0.076,0.061,0.064
964,0,4,4,standard,0,married,2,1,Moderate,< 5,0.091,0.092,0.096
965,1,3,4,standard,1,married,0,1,Few,5 - 10,0.06,0.06,0.052
966,1,2,4,standard,0,divorced,0,1,Few,5 - 10,0.079,0.077,0.071
967,0,3,0,standard,1,married,0,1,Few,< 5,0.054,0.065,0.064
968,0,1,4,free/reduced,0,married,3,1,Few,5 - 10,0.058,0.08,0.076
969,1,2,4,standard,0,married,2,0,Moderate,< 5,0.095,0.077,0.085
970,0,2,2,standard,1,married,2,1,Few,< 5,0.068,0.071,0.071
971,0,4,5,free/reduced,1,single,2,1,Moderate,> 10,0.062,0.065,0.063
972,0,1,1,free/reduced,0,divorced,2,1,,> 10,0.053,0.06,0.065
973,0,0,2,free/reduced,1,married,2,1,,> 10,0.055,0.076,0.075
975,0,3,0,standard,1,divorced,2,0,Few,5 - 10,0.082,0.098,0.096
976,1,3,0,free/reduced,2,married,2,0,Few,< 5,0.071,0.069,0.08
977,1,4,2,free/reduced,2,married,1,1,Few,< 5,0.059,0.069,0.063
978,0,4,3,standard,0,married,3,1,Few,5 - 10,0.062,0.067,0.077
979,0,4,0,standard,1,,1,0,Moderate,> 10,0.079,0.07,0.07
980,1,2,5,standard,1,divorced,1,1,Few,5 - 10,0.067,0.064,0.054
981,0,1,5,standard,1,single,2,0,Moderate,> 10,0.059,0.073,0.066
982,1,0,0,standard,1,married,1,1,Few,5 - 10,0.083,0.077,0.071
983,0,3,4,standard,0,single,2,1,Few,< 5,0.065,0.081,0.079
984,1,1,1,standard,1,married,2,1,Moderate,5 - 10,0.1,0.087,0.083
985,0,2,1,standard,0,married,0,0,Many,5 - 10,0.072,0.076,0.083
987,1,3,0,free/reduced,0,married,2,1,Moderate,5 - 10,0.068,0.072,0.072
988,0,0,1,free/reduced,0,single,2,0,Few,5 - 10,0.074,0.086,0.086
989,0,3,1,standard,1,divorced,1,0,Few,< 5,0.067,0.071,0.08
990,1,2,6,standard,0,married,1,0,Few,5 - 10,0.09,0.082,0.088
991,1,3,2,standard,1,single,0,1,,> 10,0.076,0.071,0.059
992,1,1,2,standard,1,divorced,1,1,Few,5 - 10,0.074,0.07,0.066
993,1,3,2,standard,0,married,2,1,Few,< 5,0.097,0.086,0.089
994,0,3,1,standard,1,divorced,2,0,Moderate,5 - 10,0.05,0.067,0.067
995,1,1,5,standard,1,divorced,2,2,Moderate,5 - 10,0.038,0.045,0.042
996,0,2,6,free/reduced,1,married,1,0,Moderate,< 5,0.074,0.08,0.084
997,1,3,3,free/reduced,1,married,2,1,Few,5 - 10,0.072,0.074,0.073
998,0,1,4,standard,1,single,2,1,Few,< 5,0.087,0.094,0.092
999,0,4,2,free/reduced,0,single,1,0,Few,> 10,0.057,0.081,0.081
0,1,3,4,standard,1,married,0,1,Moderate,5 - 10,0.064,0.062,0.056
1,0,0,4,free/reduced,1,single,1,0,Few,5 - 10,0.06,0.066,0.069
2,1,4,2,standard,1,divorced,3,1,Moderate,5 - 10,0.1,0.091,0.086
3,0,2,0,standard,1,married,1,1,,5 - 10,0.066,0.065,0.064
4,0,3,3,free/reduced,1,single,2,1,Few,5 - 10,0.058,0.072,0.075
5,0,1,5,free/reduced,0,married,1,0,Few,5 - 10,0.078,0.085,0.091
6,1,3,5,free/reduced,1,married,2,1,Few,< 5,0.043,0.046,0.041
7,0,2,0,standard,1,married,0,1,Moderate,> 10,0.063,0.066,0.067
8,0,3,0,standard,1,married,1,0,Moderate,> 10,0.095,0.094,0.1
9,0,2,3,standard,1,divorced,1,1,Moderate,5 - 10,0.076,0.085,0.084
10,1,2,6,standard,1,married,2,1,Few,5 - 10,0.087,0.065,0.067
11,0,4,1,free/reduced,0,married,2,0,Few,5 - 10,0.091,0.1,0.1
12,0,2,1,standard,1,,1,0,Moderate,> 10,0.071,0.084,0.082
13,0,0,4,free/reduced,2,single,0,1,Few,5 - 10,0.056,0.074,0.071
14,0,1,6,standard,0,married,2,1,Moderate,5 - 10,0.091,0.086,0.096
15,0,5,4,standard,1,single,2,1,Moderate,5 - 10,0.083,0.09,0.089
16,1,3,2,standard,0,married,2,1,Moderate,5 - 10,0.087,0.081,0.08
17,0,1,3,standard,2,divorced,1,2,Moderate,< 5,0.085,0.095,0.1
18,0,1,5,standard,1,married,1,2,Few,5 - 10,0.061,0.053,0.065
20,1,1,6,standard,1,married,1,1,Many,5 - 10,0.069,0.071,0.057
21,1,3,0,standard,0,single,2,1,,< 5,0.096,0.088,0.093
22,0,3,5,standard,1,married,1,1,,< 5,0.045,0.056,0.06
23,0,2,0,free/reduced,1,married,2,1,Few,< 5,0.064,0.064,0.066
24,1,4,0,free/reduced,0,married,1,1,Few,5 - 10,0.057,0.048,0.045
25,1,2,0,standard,1,married,1,1,,> 10,0.093,0.078,0.075
26,0,1,3,standard,1,single,2,0,Moderate,< 5,0.08,0.09,0.089
27,0,0,1,standard,1,widowed,1,1,,< 5,0.044,0.057,0.052
28,0,2,3,standard,0,divorced,2,1,Few,5 - 10,0.099,0.1,0.1
29,1,1,4,standard,1,single,2,0,Few,5 - 10,0.052,0.05,0.044
30,1,1,5,standard,1,single,1,1,Moderate,5 - 10,0.065,0.061,0.059
31,0,2,0,standard,0,divorced,2,0,Moderate,5 - 10,0.08,0.085,0.084
32,1,3,2,standard,1,single,0,1,Few,5 - 10,0.045,0.054,0.052
33,1,2,4,standard,1,,1,1,Few,< 5,0.069,0.065,0.063
34,0,2,0,standard,1,single,2,0,Few,> 10,0.064,0.075,0.076
36,1,1,2,free/reduced,1,married,2,0,Few,,0.04,0.045,0.042
37,0,1,0,standard,0,married,2,1,,5 - 10,0.071,0.082,0.083
38,1,2,6,standard,0,,2,0,Few,5 - 10,0.057,0.071,0.072
39,1,1,2,free/reduced,1,divorced,0,1,Many,5 - 10,0.064,0.063,0.055
40,1,4,0,standard,1,divorced,0,1,,> 10,0.073,0.066,0.064
41,1,2,4,free/reduced,2,married,0,1,Few,5 - 10,0.072,0.072,0.072
42,1,4,5,standard,0,married,2,1,Few,5 - 10,0.06,0.06,0.057
43,1,2,2,standard,1,married,1,1,Few,> 10,0.081,0.073,0.069
44,0,1,6,standard,2,widowed,1,1,Moderate,< 5,0.057,0.063,0.067
45,1,1,2,free/reduced,1,married,2,1,Moderate,5 - 10,0.049,0.055,0.056
46,0,2,5,standard,0,single,2,1,Few,5 - 10,0.072,0.08,0.082
47,0,2,4,free/reduced,0,,2,1,,5 - 10,0.074,0.081,0.081
48,1,1,2,standard,1,,1,1,Moderate,5 - 10,0.049,0.044,0.044
50,1,0,4,standard,0,married,2,1,,5 - 10,0.063,0.054,0.059
51,1,2,6,free/reduced,0,married,1,1,Few,5 - 10,0.064,0.066,0.065
52,1,3,4,free/reduced,1,married,2,1,,5 - 10,0.071,0.06,0.058
53,0,4,4,standard,0,divorced,2,1,,5 - 10,0.088,0.094,0.095
54,0,3,0,standard,0,married,2,0,Few,5 - 10,0.07,0.082,0.083
55,0,3,0,free/reduced,0,single,2,1,Moderate,5 - 10,0.071,0.082,0.079
56,0,3,4,standard,1,married,2,1,Moderate,5 - 10,0.045,0.048,0.054
57,0,3,2,standard,1,married,1,1,Few,5 - 10,0.064,0.072,0.072
58,1,2,4,free/reduced,0,married,2,0,Few,5 - 10,0.075,0.069,0.074
59,0,2,4,standard,1,,2,0,Few,5 - 10,0.049,0.057,0.057
60,0,1,0,free/reduced,1,single,2,1,,< 5,0.047,0.056,0.059
61,1,0,0,standard,1,married,2,1,Moderate,5 - 10,0.05,0.044,0.039
62,1,2,4,free/reduced,1,married,2,1,,5 - 10,0.057,0.053,0.051
63,1,2,2,free/reduced,2,married,2,1,Moderate,< 5,0.046,0.052,0.041
64,0,3,4,standard,2,single,1,1,Few,5 - 10,0.066,0.076,0.073
65,0,0,4,standard,1,divorced,0,1,Few,< 5,0.066,0.068,0.065
66,1,5,1,standard,0,single,0,0,Moderate,5 - 10,0.073,0.066,0.074
68,0,3,5,standard,2,married,2,0,Few,< 5,0.051,0.06,0.06
69,1,3,5,free/reduced,0,divorced,1,0,Moderate,5 - 10,0.072,0.077,0.077
70,1,3,2,standard,1,single,3,0,Few,5 - 10,0.052,0.042,0.041
71,1,1,5,standard,1,,1,1,Moderate,5 - 10,0.063,0.058,0.059
72,0,3,4,standard,2,married,2,1,Moderate,< 5,0.032,0.049,0.048
73,0,5,0,standard,0,married,2,0,Few,5 - 10,0.085,0.1,0.1
74,1,2,4,free/reduced,0,married,0,0,Moderate,5 - 10,0.052,0.06,0.058
75,0,4,2,free/reduced,0,married,1,1,Moderate,5 - 10,0.051,0.064,0.061
76,1,3,0,free/reduced,1,divorced,2,1,Moderate,5 - 10,0.054,0.057,0.056
77,0,3,2,standard,0,divorced,1,1,Moderate,< 5,0.075,0.076,0.084
78,1,3,1,standard,1,divorced,1,1,,< 5,0.072,0.066,0.068
79,1,3,2,standard,0,single,2,1,Few,5 - 10,0.098,0.1,0.094
80,0,1,5,standard,1,single,2,0,Moderate,5 - 10,0.06,0.081,0.073
81,1,3,2,standard,1,married,1,1,Few,> 10,0.065,0.048,0.053
82,1,1,4,standard,0,married,2,1,Moderate,,0.089,0.083,0.086
83,1,1,2,free/reduced,1,married,2,1,Few,5 - 10,0.075,0.083,0.067
84,0,1,3,standard,0,single,2,0,Moderate,< 5,0.078,0.086,0.091
85,0,3,0,standard,0,married,2,0,Moderate,5 - 10,0.065,0.077,0.08
87,0,4,5,standard,1,widowed,2,1,Few,< 5,0.086,0.085,0.081
88,0,1,4,free/reduced,0,married,1,1,Many,< 5,0.056,0.079,0.077
90,1,0,2,free/reduced,1,married,1,1,Moderate,5 - 10,0.081,0.082,0.078
91,0,4,2,standard,0,single,2,1,Few,5 - 10,0.096,0.096,0.096
92,1,2,2,standard,2,divorced,2,1,Moderate,5 - 10,0.067,0.065,0.063
93,0,5,4,free/reduced,0,married,2,1,Moderate,> 10,0.031,0.047,0.053
94,1,4,5,standard,0,widowed,0,1,Many,> 10,0.072,0.066,0.065
95,1,5,4,standard,1,single,1,2,Moderate,5 - 10,0.069,0.07,0.066
96,0,1,2,free/reduced,0,single,1,1,Few,5 - 10,0.042,0.055,0.06
97,0,3,2,standard,0,married,1,0,Few,5 - 10,0.081,0.09,0.088
98,1,1,2,standard,2,divorced,2,1,,< 5,0.077,0.075,0.068
99,0,5,4,standard,0,married,3,0,Few,5 - 10,0.067,0.086,0.085
100,0,1,1,standard,1,single,2,1,Few,5 - 10,0.081,0.079,0.078
101,0,2,5,free/reduced,0,single,2,1,,< 5,0.046,0.066,0.064
102,0,1,5,standard,0,single,2,1,,> 10,0.088,0.09,0.099
103,1,0,3,standard,1,married,2,0,Few,5 - 10,0.09,0.082,0.085
104,1,3,4,free/reduced,1,single,1,0,Few,> 10,0.057,0.056,0.054
105,0,2,0,standard,0,married,2,2,Few,5 - 10,0.079,0.091,0.097
106,0,3,4,standard,1,divorced,2,1,Moderate,> 10,0.077,0.077,0.079
107,0,3,0,standard,1,married,2,0,Moderate,> 10,0.086,0.083,0.085
108,0,2,5,free/reduced,1,married,1,1,Moderate,5 - 10,0.053,0.06,0.059
109,1,1,4,standard,1,married,0,1,,5 - 10,0.083,0.082,0.08
110,1,3,5,free/reduced,0,divorced,2,2,Few,< 5,0.06,0.057,0.055
111,0,2,1,free/reduced,0,married,2,1,Few,5 - 10,0.055,0.074,0.079
112,0,2,6,standard,1,married,1,1,Few,5 - 10,0.059,0.078,0.074
113,0,4,4,free/reduced,0,married,2,1,Moderate,< 5,0.062,0.067,0.068
114,1,5,5,standard,1,married,2,1,Moderate,5 - 10,0.052,0.054,0.052
115,1,0,2,standard,1,married,2,1,Few,5 - 10,0.06,0.056,0.061
116,1,1,2,standard,1,married,1,1,Moderate,5 - 10,0.07,0.071,0.062
117,1,1,2,free/reduced,0,single,2,0,Few,5 - 10,0.079,0.08,0.077
118,1,2,1,free/reduced,0,single,1,1,Few,< 5,0.083,0.088,0.089
119,1,5,4,standard,0,married,1,1,Few,5 - 10,0.082,0.079,0.077
120,0,0,5,standard,1,married,2,0,Few,5 - 10,0.062,0.067,0.067
121,0,3,4,standard,1,divorced,2,1,Moderate,> 10,0.059,0.073,0.074
122,1,1,2,standard,0,single,2,1,Moderate,5 - 10,0.081,0.074,0.069
123,0,4,1,free/reduced,1,single,2,1,Few,> 10,0.078,0.081,0.079
125,0,5,0,standard,0,married,2,1,Moderate,5 - 10,0.057,0.063,0.072
126,1,2,5,standard,1,single,2,1,Moderate,< 5,0.051,0.054,0.044
127,0,2,3,standard,1,divorced,2,1,Few,< 5,0.084,0.081,0.089
129,0,1,2,standard,2,single,1,1,Few,> 10,0.076,0.08,0.078
130,0,4,0,free/reduced,1,divorced,2,0,Moderate,5 - 10,0.076,0.074,0.078
131,1,1,2,standard,1,divorced,2,0,Few,> 10,0.058,0.051,0.042
132,0,4,2,free/reduced,1,married,2,1,Few,< 5,0.076,0.086,0.087
133,1,1,0,standard,0,single,1,1,Few,5 - 10,0.063,0.059,0.063
134,0,2,6,standard,0,married,1,1,Few,5 - 10,0.095,0.099,0.1
135,0,2,4,standard,1,married,2,1,Few,< 5,0.06,0.056,0.059
136,0,0,4,standard,1,married,2,1,Moderate,< 5,0.064,0.072,0.074
137,0,4,6,standard,0,single,1,1,Few,5 - 10,0.08,0.073,0.079
138,0,4,1,free/reduced,1,widowed,2,1,Few,> 10,0.087,0.077,0.086
139,1,4,5,free/reduced,0,married,2,0,Few,< 5,0.075,0.07,0.065
140,0,1,5,free/reduced,1,single,2,1,Moderate,5 - 10,0.061,0.072,0.065
141,0,4,2,free/reduced,0,single,1,1,Moderate,> 10,0.091,0.09,0.097
142,0,3,2,free/reduced,1,married,2,1,,5 - 10,0.052,0.057,0.05
143,1,3,1,standard,1,married,1,1,Few,< 5,0.048,0.049,0.048
144,0,4,0,standard,1,divorced,2,1,Few,5 - 10,0.097,0.1,0.098
145,1,2,4,standard,1,divorced,2,0,Few,5 - 10,0.077,0.072,0.07
146,1,2,1,standard,1,single,2,0,Few,< 5,0.062,0.059,0.063
147,1,2,4,free/reduced,0,married,0,0,Few,5 - 10,0.055,0.059,0.062
148,0,3,5,free/reduced,1,divorced,2,1,,5 - 10,0.047,0.059,0.059
150,0,4,5,standard,1,divorced,2,0,Moderate,< 5,0.042,0.037,0.038
151,1,2,0,standard,1,single,2,1,,< 5,0.074,0.067,0.065
152,1,4,1,standard,0,married,2,1,,< 5,0.082,0.079,0.075
153,1,3,5,standard,0,divorced,1,1,Few,5 - 10,0.09,0.079,0.078
154,1,3,0,standard,0,married,2,1,Few,5 - 10,0.066,0.065,0.069
155,0,2,5,standard,1,single,1,1,Moderate,5 - 10,0.049,0.059,0.057
157,1,4,4,standard,0,married,2,0,Few,> 10,0.092,0.079,0.08
158,0,0,5,free/reduced,1,married,2,2,Few,5 - 10,0.033,0.048,0.041
160,0,0,0,standard,1,divorced,1,1,,< 5,0.056,0.059,0.067
161,1,2,3,standard,1,divorced,2,0,Few,< 5,0.088,0.079,0.084
162,0,4,0,standard,1,married,1,0,Few,5 - 10,0.056,0.07,0.067
163,1,3,3,free/reduced,1,single,1,0,Few,> 10,0.058,0.053,0.053
164,1,3,0,standard,1,married,2,0,Moderate,5 - 10,0.057,0.046,0.055
165,1,3,5,standard,1,married,0,1,Moderate,> 10,0.053,0.05,0.051
167,1,0,0,standard,0,,1,1,Moderate,< 5,0.067,0.079,0.076
168,1,3,3,standard,1,married,1,1,Moderate,> 10,0.084,0.071,0.076
169,0,2,5,free/reduced,1,divorced,2,1,Moderate,5 - 10,0.071,0.071,0.069
170,0,5,4,standard,1,single,2,1,,< 5,0.064,0.068,0.064
171,0,4,0,standard,1,married,1,2,,5 - 10,0.1,0.098,0.1
172,0,5,4,standard,1,single,1,1,Few,> 10,0.064,0.065,0.07
173,0,0,4,standard,1,married,2,0,Few,5 - 10,0.08,0.077,0.076
174,1,2,2,standard,1,single,2,0,Few,5 - 10,0.084,0.091,0.082
175,0,2,6,standard,0,married,1,1,Moderate,,0.092,0.098,0.1
176,1,2,0,free/reduced,1,married,2,1,,5 - 10,0.072,0.084,0.08
177,0,4,5,free/reduced,1,married,1,1,Many,> 10,0.049,0.056,0.051
178,0,2,4,standard,1,married,1,1,Few,5 - 10,0.08,0.079,0.08
179,1,1,4,free/reduced,0,single,2,1,Few,5 - 10,0.081,0.075,0.082
180,1,5,4,standard,0,married,2,1,Moderate,> 10,0.08,0.079,0.074
181,1,2,1,standard,1,single,1,0,Few,< 5,0.07,0.069,0.066
182,0,3,0,free/reduced,0,married,2,0,Moderate,5 - 10,0.054,0.067,0.066
183,1,1,5,standard,1,divorced,3,1,,> 10,0.07,0.061,0.054
184,1,3,0,standard,1,married,1,1,Moderate,5 - 10,0.062,0.059,0.056
185,1,2,5,free/reduced,1,divorced,2,2,Few,5 - 10,0.044,0.054,0.05
186,0,5,5,free/reduced,1,married,1,0,Few,5 - 10,0.062,0.08,0.083
188,0,2,4,standard,1,married,2,0,Few,> 10,0.061,0.073,0.062
189,1,1,2,standard,0,single,2,0,Few,,0.07,0.067,0.064
190,1,3,2,standard,0,married,2,1,Few,< 5,0.046,0.053,0.049
191,0,1,2,free/reduced,1,married,1,0,Few,5 - 10,0.051,0.064,0.061
192,1,4,2,standard,1,widowed,2,0,Few,5 - 10,0.096,0.091,0.085
193,1,2,1,standard,1,single,1,1,Moderate,5 - 10,0.055,0.054,0.054
194,0,3,5,free/reduced,0,married,1,2,Few,< 5,0.067,0.083,0.086
195,0,2,5,standard,1,married,1,1,Moderate,> 10,0.049,0.05,0.044
196,1,4,3,free/reduced,0,married,2,0,Moderate,< 5,0.095,0.089,0.095
197,0,2,5,standard,0,single,1,1,Few,< 5,0.071,0.08,0.089
198,1,3,6,standard,1,married,0,1,Moderate,< 5,0.058,0.055,0.054
199,0,3,2,free/reduced,0,married,1,1,,< 5,0.079,0.086,0.091
200,1,2,1,free/reduced,1,married,1,1,Moderate,5 - 10,0.044,0.05,0.048
201,0,2,4,free/reduced,1,married,2,1,,< 5,0.05,0.056,0.051
202,0,1,4,standard,1,single,2,1,Few,> 10,0.073,0.092,0.089
203,1,4,3,standard,1,single,2,0,Moderate,< 5,0.097,0.089,0.089
204,0,3,4,standard,1,,2,1,Moderate,< 5,0.054,0.056,0.06
205,1,4,2,standard,1,married,2,1,Few,> 10,0.066,0.057,0.057
206,1,4,5,standard,1,married,1,1,Few,5 - 10,0.088,0.062,0.063
207,0,4,6,free/reduced,0,divorced,2,1,,5 - 10,0.089,0.093,0.098
208,0,1,4,free/reduced,1,single,1,1,Moderate,5 - 10,0.052,0.065,0.063
209,1,2,0,standard,0,single,2,0,Few,5 - 10,0.099,0.097,0.096
210,0,2,1,standard,1,married,0,0,Moderate,5 - 10,0.069,0.074,0.073
211,1,2,2,standard,1,married,2,1,,< 5,0.084,0.081,0.08
212,0,4,5,standard,0,single,2,0,Moderate,5 - 10,0.066,0.08,0.082
213,1,5,6,free/reduced,1,widowed,2,1,,< 5,0.071,0.075,0.075
214,0,5,2,standard,0,single,2,0,Few,5 - 10,0.051,0.071,0.066
215,0,1,5,free/reduced,1,married,2,1,Few,> 10,0.061,0.074,0.076
216,1,3,2,standard,1,married,2,0,Few,< 5,0.061,0.06,0.053
217,1,3,4,free/reduced,1,divorced,1,0,Few,5 - 10,0.055,0.072,0.066
218,0,3,2,free/reduced,1,single,2,1,Moderate,5 - 10,0.052,0.056,0.064
219,0,1,1,free/reduced,1,married,1,0,Moderate,< 5,0.054,0.061,0.067
220,0,2,5,standard,1,single,1,0,Few,> 10,0.058,0.064,0.061
221,0,4,2,free/reduced,0,single,2,0,Few,> 10,0.082,0.093,0.087
222,0,1,2,free/reduced,0,married,0,0,Moderate,5 - 10,0.052,0.071,0.067
223,0,2,4,standard,1,married,2,1,Few,5 - 10,0.062,0.078,0.079
224,1,2,0,free/reduced,1,married,3,0,Moderate,< 5,0.081,0.076,0.07
226,1,4,5,standard,1,married,1,2,Few,5 - 10,0.077,0.066,0.052
227,0,2,1,standard,1,divorced,0,1,Few,< 5,0.072,0.089,0.083
228,0,1,0,free/reduced,1,married,0,0,Few,5 - 10,0.039,0.064,0.052
229,0,3,6,standard,1,divorced,1,1,Moderate,> 10,0.088,0.1,0.1
230,1,4,0,standard,0,married,2,1,Few,< 5,0.09,0.09,0.085
231,0,3,5,standard,1,single,2,2,Few,> 10,0.078,0.079,0.085
232,0,1,5,standard,0,married,2,0,Few,5 - 10,0.085,0.095,0.094
233,0,2,0,standard,1,married,0,1,Few,5 - 10,0.069,0.079,0.078
234,0,3,3,standard,0,married,2,1,Few,> 10,0.082,0.084,0.089
235,0,1,0,free/reduced,2,married,2,0,Moderate,5 - 10,0.049,0.069,0.07
236,1,3,5,standard,0,single,1,1,,5 - 10,0.076,0.073,0.072
237,1,1,1,standard,1,single,2,1,Moderate,< 5,0.075,0.075,0.071
238,1,3,2,free/reduced,0,married,1,1,,5 - 10,0.054,0.059,0.058
239,0,2,6,standard,1,single,0,0,Few,5 - 10,0.049,0.065,0.061
240,1,1,5,free/reduced,2,married,1,1,Few,< 5,0.058,0.053,0.046
241,1,3,4,standard,0,married,2,1,Few,< 5,0.063,0.067,0.066
242,0,2,1,standard,0,married,1,1,Few,5 - 10,0.077,0.086,0.092
243,1,3,5,standard,0,married,1,1,,> 10,0.063,0.063,0.061
244,0,3,4,standard,1,single,1,1,Many,< 5,0.045,0.053,0.052
245,0,3,4,standard,1,married,2,0,Moderate,> 10,0.055,0.062,0.063
246,0,2,5,standard,0,divorced,0,1,,5 - 10,0.06,0.074,0.072
247,1,4,5,free/reduced,0,married,1,1,Few,5 - 10,0.088,0.093,0.088
248,0,1,2,standard,1,married,0,1,,< 5,0.049,0.06,0.054
249,0,3,5,standard,1,single,1,0,Moderate,> 10,0.09,0.089,0.094
251,1,3,0,free/reduced,1,married,2,1,Moderate,< 5,0.08,0.084,0.079
252,0,4,1,free/reduced,0,married,0,0,Few,< 5,0.063,0.067,0.069
253,0,2,1,free/reduced,1,single,1,0,Few,< 5,0.047,0.059,0.054
254,1,1,2,standard,1,divorced,2,1,Few,5 - 10,0.063,0.057,0.055
255,0,3,4,standard,1,married,2,0,Few,5 - 10,0.088,0.09,0.094
256,0,3,6,standard,1,married,2,1,Many,< 5,0.069,0.071,0.07
257,0,1,3,standard,1,single,2,1,,5 - 10,0.068,0.088,0.085
258,1,3,1,free/reduced,1,married,2,1,Moderate,5 - 10,0.074,0.073,0.071
259,1,3,4,standard,0,married,1,1,Few,> 10,0.062,0.055,0.062
260,0,2,0,standard,1,married,2,1,,5 - 10,0.052,0.051,0.053
261,1,3,2,free/reduced,1,married,1,1,Moderate,5 - 10,0.055,0.04,0.046
262,1,2,0,free/reduced,0,married,1,0,Few,> 10,0.068,0.063,0.058
263,0,4,6,free/reduced,1,married,2,0,Few,< 5,0.072,0.074,0.066
264,0,2,0,free/reduced,2,married,2,1,Moderate,< 5,0.062,0.075,0.071
265,0,3,4,standard,1,single,1,1,Moderate,5 - 10,0.062,0.068,0.071
266,0,3,0,standard,0,married,1,1,,5 - 10,0.073,0.077,0.075
267,0,1,5,standard,1,married,2,1,Moderate,5 - 10,0.039,0.043,0.042
268,0,5,0,standard,0,divorced,1,1,Few,5 - 10,0.075,0.081,0.084
269,1,0,1,standard,1,divorced,1,1,Moderate,< 5,0.091,0.083,0.083
271,1,2,4,standard,1,single,0,0,Moderate,< 5,0.052,0.059,0.051
